ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2019/2020,2019,Prince Edward Island,Females,"Total, 18 years and over",Anxiety disorder,14.3,percent,percent,,2019/2020,2021A000211,Percent,239,units,0,v1806964758,8.1.3.12.4,,,1
2021/2022,2021,Prince Edward Island,Females,"Total, 18 years and over",Anxiety disorder,16.2,percent,percent,,2021/2022,2021A000211,Percent,239,units,0,v1806964758,8.1.3.12.4,,,1
2023/2024,2023,Prince Edward Island,Females,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000211,Percent,239,units,0,v1806964758,8.1.3.12.4,,,1
2019/2020,2019,Prince Edward Island,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.3,percent,percent,,2019/2020,2021A000211,Percent,239,units,0,v1806964779,8.1.3.15.4,,,1
2021/2022,2021,Prince Edward Island,Females,"Total, 18 years and over","Cannabis use, past 12 months",23.5,percent,percent,,2021/2022,2021A000211,Percent,239,units,0,v1806964779,8.1.3.15.4,,,1
2023/2024,2023,Prince Edward Island,Females,"Total, 18 years and over","Cannabis use, past 12 months",17.6,percent,percent,,2023/2024,2021A000211,Percent,239,units,0,v1806964779,8.1.3.15.4,,,1
2019/2020,2019,Prince Edward Island,Females,"Total, 18 years and over",Heavy drinking,13.0,percent,percent,,2019/2020,2021A000211,Percent,239,units,0,v1806964807,8.1.3.19.4,,,1
2021/2022,2021,Prince Edward Island,Females,"Total, 18 years and over",Heavy drinking,18.5,percent,percent,,2021/2022,2021A000211,Percent,239,units,0,v1806964807,8.1.3.19.4,,,1
2023/2024,2023,Prince Edward Island,Females,"Total, 18 years and over",Heavy drinking,19.4,percent,percent,,2023/2024,2021A000211,Percent,239,units,0,v1806964807,8.1.3.19.4,,,1
2019/2020,2019,Prince Edward Island,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.7,percent,percent,,2019/2020,2021A000211,Percent,239,units,0,v1806964835,8.1.3.23.4,,,1
2021/2022,2021,Prince Edward Island,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",69.7,percent,percent,,2021/2022,2021A000211,Percent,239,units,0,v1806964835,8.1.3.23.4,,,1
2023/2024,2023,Prince Edward Island,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.9,percent,percent,,2023/2024,2021A000211,Percent,239,units,0,v1806964835,8.1.3.23.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",64.5,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969469,10.1.1.3.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",54.5,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969469,10.1.1.3.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",47.8,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969469,10.1.1.3.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",12.9,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969476,10.1.1.4.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.7,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969476,10.1.1.4.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",19.7,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969476,10.1.1.4.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969483,10.1.1.5.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.6,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969483,10.1.1.5.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.2,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969483,10.1.1.5.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over",Mood disorder,15.2,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969525,10.1.1.11.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over",Mood disorder,13.5,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969525,10.1.1.11.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over",Mood disorder,17.6,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969525,10.1.1.11.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over",Anxiety disorder,15.3,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969532,10.1.1.12.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over",Anxiety disorder,16.2,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969532,10.1.1.12.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over",Anxiety disorder,21.7,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969532,10.1.1.12.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",30.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969553,10.1.1.15.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",31.4,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969553,10.1.1.15.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",31.2,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969553,10.1.1.15.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over",Heavy drinking,21.6,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969581,10.1.1.19.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over",Heavy drinking,21.8,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969581,10.1.1.19.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over",Heavy drinking,22.2,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969581,10.1.1.19.4,,,1
2019/2020,2019,Nova Scotia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",75.7,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969609,10.1.1.23.4,,,1
2021/2022,2021,Nova Scotia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.6,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969609,10.1.1.23.4,,,1
2023/2024,2023,Nova Scotia,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",62.8,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969609,10.1.1.23.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",69.4,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969644,10.1.2.3.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",58.1,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969644,10.1.2.3.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",50.0,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969644,10.1.2.3.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",11.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969651,10.1.2.4.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.9,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969651,10.1.2.4.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over","Perceived mental health, fair or poor",18.4,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969651,10.1.2.4.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.8,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969658,10.1.2.5.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.1,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969658,10.1.2.5.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.3,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969658,10.1.2.5.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over",Mood disorder,10.5,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969700,10.1.2.11.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over",Mood disorder,9.6,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969700,10.1.2.11.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over",Mood disorder,14.6,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969700,10.1.2.11.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over",Anxiety disorder,10.9,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969707,10.1.2.12.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over",Anxiety disorder,11.7,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969707,10.1.2.12.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over",Anxiety disorder,17.1,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969707,10.1.2.12.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over","Cannabis use, past 12 months",34.4,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969728,10.1.2.15.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over","Cannabis use, past 12 months",36.1,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969728,10.1.2.15.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over","Cannabis use, past 12 months",36.0,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969728,10.1.2.15.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over",Heavy drinking,25.2,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969756,10.1.2.19.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over",Heavy drinking,27.5,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969756,10.1.2.19.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over",Heavy drinking,27.4,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969756,10.1.2.19.4,,,1
2019/2020,2019,Nova Scotia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",76.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969770,10.1.2.23.4,,,1
2021/2022,2021,Nova Scotia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.2,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969770,10.1.2.23.4,,,1
2023/2024,2023,Nova Scotia,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",62.2,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969770,10.1.2.23.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",60.1,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969805,10.1.3.3.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",51.1,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969805,10.1.3.3.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",45.8,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969805,10.1.3.3.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",14.6,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969812,10.1.3.4.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.3,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969812,10.1.3.4.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over","Perceived mental health, fair or poor",20.9,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969812,10.1.3.4.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969819,10.1.3.5.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.9,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969819,10.1.3.5.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",25.9,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969819,10.1.3.5.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over",Mood disorder,19.6,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969861,10.1.3.11.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over",Mood disorder,17.1,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969861,10.1.3.11.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over",Mood disorder,20.4,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969861,10.1.3.11.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over",Anxiety disorder,19.5,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969868,10.1.3.12.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over",Anxiety disorder,20.4,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969868,10.1.3.12.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over",Anxiety disorder,26.0,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969868,10.1.3.12.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over","Cannabis use, past 12 months",26.0,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969889,10.1.3.15.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over","Cannabis use, past 12 months",27.2,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969889,10.1.3.15.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over","Cannabis use, past 12 months",26.7,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969889,10.1.3.15.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over",Heavy drinking,18.3,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969917,10.1.3.19.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over",Heavy drinking,16.5,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969917,10.1.3.19.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over",Heavy drinking,17.3,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969917,10.1.3.19.4,,,1
2019/2020,2019,Nova Scotia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",75.4,percent,percent,,2019/2020,2021A000212,Percent,239,units,0,v1806969945,10.1.3.23.4,,,1
2021/2022,2021,Nova Scotia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.2,percent,percent,,2021/2022,2021A000212,Percent,239,units,0,v1806969945,10.1.3.23.4,,,1
2023/2024,2023,Nova Scotia,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",63.3,percent,percent,,2023/2024,2021A000212,Percent,239,units,0,v1806969945,10.1.3.23.4,,,1
2019/2020,2019,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",61.1,percent,percent,,2019/2020,2021A000213,Percent,239,units,0,v1806983704,15.1.1.3.4,,,1
2021/2022,2021,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",53.9,percent,percent,,2021/2022,2021A000213,Percent,239,units,0,v1806983704,15.1.1.3.4,,,1
2023/2024,2023,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",49.2,percent,percent,,2023/2024,2021A000213,Percent,239,units,0,v1806983704,15.1.1.3.4,,,1
2019/2020,2019,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",10.8,percent,percent,,2019/2020,2021A000213,Percent,239,units,0,v1806983711,15.1.1.4.4,,,1
2021/2022,2021,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.8,percent,percent,,2021/2022,2021A000213,Percent,239,units,0,v1806983711,15.1.1.4.4,,,1
2023/2024,2023,New Brunswick,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.4,percent,percent,,2023/2024,2021A000213,Percent,239,units,0,v1806983711,15.1.1.4.4,,,1
2019/2020,2019,New Brunswick,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.1,percent,percent,,2019/2020,2021A000213,Percent,239,units,0,v1806983718,15.1.1.5.4,,,1
2021/2022,2021,New Brunswick,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2021/2022,2021A000213,Percent,239,units,0,v1806983718,15.1.1.5.4,,,1
2023/2024,2023,New Brunswick,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.0,percent,percent,,2023/2024,2021A000213,Percent,239,units,0,v1806983718,15.1.1.5.4,,,1
