ref_date_raw,start_year,geo,sex,age_group,indicator,value,uom,metric_type,quality_flag,ref_date,dguid,characteristic,uom_id,scalar_factor,scalar_id,vector,coordinate,symbol,terminated,decimals
2019/2020,2019,Manitoba,Males,"Total, 18 years and over",Mood disorder,7.2,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158040,75.1.2.11.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over",Mood disorder,7.9,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158040,75.1.2.11.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over",Mood disorder,10.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158040,75.1.2.11.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over",Anxiety disorder,6.3,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158047,75.1.2.12.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over",Anxiety disorder,8.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158047,75.1.2.12.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over",Anxiety disorder,10.0,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158047,75.1.2.12.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.4,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158068,75.1.2.15.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.7,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158068,75.1.2.15.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over","Cannabis use, past 12 months",27.1,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158068,75.1.2.15.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over",Heavy drinking,23.9,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158096,75.1.2.19.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over",Heavy drinking,24.0,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158096,75.1.2.19.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over",Heavy drinking,23.6,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158096,75.1.2.19.4,,,1
2019/2020,2019,Manitoba,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",70.6,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158110,75.1.2.23.4,,,1
2021/2022,2021,Manitoba,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.9,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158110,75.1.2.23.4,,,1
2023/2024,2023,Manitoba,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.7,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158110,75.1.2.23.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",59.4,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158145,75.1.3.3.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",51.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158145,75.1.3.3.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",46.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158145,75.1.3.3.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.1,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158152,75.1.3.4.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Perceived mental health, fair or poor",14.7,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158152,75.1.3.4.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Perceived mental health, fair or poor",19.1,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158152,75.1.3.4.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.3,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158159,75.1.3.5.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158159,75.1.3.5.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.0,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158159,75.1.3.5.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over",Mood disorder,13.1,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158201,75.1.3.11.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over",Mood disorder,13.6,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158201,75.1.3.11.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over",Mood disorder,18.7,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158201,75.1.3.11.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over",Anxiety disorder,13.0,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158208,75.1.3.12.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over",Anxiety disorder,15.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158208,75.1.3.12.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over",Anxiety disorder,22.9,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158208,75.1.3.12.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Cannabis use, past 12 months",18.7,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158229,75.1.3.15.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158229,75.1.3.15.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Cannabis use, past 12 months",19.6,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158229,75.1.3.15.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over",Heavy drinking,14.7,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158257,75.1.3.19.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over",Heavy drinking,14.7,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158257,75.1.3.19.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over",Heavy drinking,17.5,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158257,75.1.3.19.4,,,1
2019/2020,2019,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",72.9,percent,percent,,2019/2020,2021A000246,Percent,239,units,0,v1807158285,75.1.3.23.4,,,1
2021/2022,2021,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.3,percent,percent,,2021/2022,2021A000246,Percent,239,units,0,v1807158285,75.1.3.23.4,,,1
2023/2024,2023,Manitoba,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.4,percent,percent,,2023/2024,2021A000246,Percent,239,units,0,v1807158285,75.1.3.23.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",61.4,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807174964,81.1.1.3.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",52.6,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807174964,81.1.1.3.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",50.3,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807174964,81.1.1.3.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.3,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807174971,81.1.1.4.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.7,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807174971,81.1.1.4.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",16.7,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807174971,81.1.1.4.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",17.7,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807174978,81.1.1.5.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.0,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807174978,81.1.1.5.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",21.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807174978,81.1.1.5.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,12.1,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175020,81.1.1.11.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,12.3,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175020,81.1.1.11.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Mood disorder,14.0,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175020,81.1.1.11.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,10.1,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175027,81.1.1.12.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,12.6,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175027,81.1.1.12.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Anxiety disorder,16.9,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175027,81.1.1.12.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",21.7,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175048,81.1.1.15.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",23.4,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175048,81.1.1.15.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.1,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175048,81.1.1.15.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,20.6,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175076,81.1.1.19.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,19.4,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175076,81.1.1.19.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over",Heavy drinking,19.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175076,81.1.1.19.4,,,1
2019/2020,2019,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.2,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175104,81.1.1.23.4,,,1
2021/2022,2021,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",71.9,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175104,81.1.1.23.4,,,1
2023/2024,2023,Saskatchewan,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",66.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175104,81.1.1.23.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",62.4,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175139,81.1.2.3.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.4,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175139,81.1.2.3.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",54.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175139,81.1.2.3.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",7.7,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175146,81.1.2.4.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.9,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175146,81.1.2.4.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived mental health, fair or poor",15.4,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175146,81.1.2.4.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",16.6,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175153,81.1.2.5.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.7,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175153,81.1.2.5.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.6,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175153,81.1.2.5.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,10.8,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175195,81.1.2.11.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,9.7,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175195,81.1.2.11.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Mood disorder,12.2,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175195,81.1.2.11.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,9.3,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175202,81.1.2.12.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,9.0,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175202,81.1.2.12.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Anxiety disorder,12.7,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175202,81.1.2.12.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",25.7,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175223,81.1.2.15.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.6,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175223,81.1.2.15.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Cannabis use, past 12 months",26.0,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175223,81.1.2.15.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,27.0,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175251,81.1.2.19.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,22.5,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175251,81.1.2.19.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over",Heavy drinking,23.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175251,81.1.2.19.4,,,1
2019/2020,2019,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",73.9,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175265,81.1.2.23.4,,,1
2021/2022,2021,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",73.0,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175265,81.1.2.23.4,,,1
2023/2024,2023,Saskatchewan,Males,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",65.9,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175265,81.1.2.23.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",60.3,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175300,81.1.3.3.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",48.7,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175300,81.1.3.3.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, very good or excellent",46.1,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175300,81.1.3.3.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",10.9,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175307,81.1.3.4.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",16.5,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175307,81.1.3.4.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived mental health, fair or poor",17.9,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175307,81.1.3.4.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",18.8,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175314,81.1.3.5.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.4,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175314,81.1.3.5.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175314,81.1.3.5.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,13.5,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175356,81.1.3.11.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,14.9,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175356,81.1.3.11.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Mood disorder,15.9,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175356,81.1.3.11.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,11.0,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175363,81.1.3.12.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,16.3,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175363,81.1.3.12.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Anxiety disorder,21.1,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175363,81.1.3.12.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",17.7,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175384,81.1.3.15.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",20.1,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175384,81.1.3.15.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Cannabis use, past 12 months",18.2,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175384,81.1.3.15.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,14.1,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175412,81.1.3.19.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,16.3,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175412,81.1.3.19.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over",Heavy drinking,15.5,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175412,81.1.3.19.4,,,1
2019/2020,2019,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",74.6,percent,percent,,2019/2020,2021A000247,Percent,239,units,0,v1807175440,81.1.3.23.4,,,1
2021/2022,2021,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",70.9,percent,percent,,2021/2022,2021A000247,Percent,239,units,0,v1807175440,81.1.3.23.4,,,1
2023/2024,2023,Saskatchewan,Females,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",67.2,percent,percent,,2023/2024,2021A000247,Percent,239,units,0,v1807175440,81.1.3.23.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",65.6,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807197959,89.1.1.3.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",55.1,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807197959,89.1.1.3.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, very good or excellent",52.4,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807197959,89.1.1.3.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",9.8,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807197966,89.1.1.4.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",14.4,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807197966,89.1.1.4.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived mental health, fair or poor",17.2,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807197966,89.1.1.4.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",20.8,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807197973,89.1.1.5.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",22.0,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807197973,89.1.1.5.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",23.2,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807197973,89.1.1.5.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,10.7,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198015,89.1.1.11.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,11.9,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198015,89.1.1.11.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Mood disorder,14.8,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198015,89.1.1.11.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,9.9,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198022,89.1.1.12.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,12.8,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198022,89.1.1.12.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Anxiety disorder,,percent,percent,..,2023/2024,2021A000248,Percent,239,units,0,v1807198022,89.1.1.12.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",25.7,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198043,89.1.1.15.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",26.3,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198043,89.1.1.15.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Cannabis use, past 12 months",22.9,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198043,89.1.1.15.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,20.2,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198071,89.1.1.19.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,19.8,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198071,89.1.1.19.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over",Heavy drinking,19.0,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198071,89.1.1.19.4,,,1
2019/2020,2019,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",68.1,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198099,89.1.1.23.4,,,1
2021/2022,2021,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",64.7,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198099,89.1.1.23.4,,,1
2023/2024,2023,Alberta,Both sexes,"Total, 18 years and over","Sense of belonging to local community, somewhat strong or very strong",60.4,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198099,89.1.1.23.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",67.7,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198134,89.1.2.3.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",60.0,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198134,89.1.2.3.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived mental health, very good or excellent",56.8,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198134,89.1.2.3.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",8.8,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198141,89.1.2.4.4,,,1
2021/2022,2021,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",12.5,percent,percent,,2021/2022,2021A000248,Percent,239,units,0,v1807198141,89.1.2.4.4,,,1
2023/2024,2023,Alberta,Males,"Total, 18 years and over","Perceived mental health, fair or poor",14.4,percent,percent,,2023/2024,2021A000248,Percent,239,units,0,v1807198141,89.1.2.4.4,,,1
2019/2020,2019,Alberta,Males,"Total, 18 years and over","Perceived life stress, most days quite a bit or extremely stressful",19.1,percent,percent,,2019/2020,2021A000248,Percent,239,units,0,v1807198148,89.1.2.5.4,,,1
