ref_date_raw,start_year,geo,sex,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2023-04,2023,Canada (excluding territories),Men,Fair or poor perceived health,15.5,14.1,17.0,percent,percent,
2023-04,2023,Canada (excluding territories),Men,Good perceived health,35.0,33.0,37.1,percent,percent,
2023-04,2023,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,47.8,46.4,49.3,percent,percent,
2023-04,2023,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,15.6,14.6,16.6,percent,percent,
2023-04,2023,Canada (excluding territories),"Total, all persons",Good perceived health,36.6,35.2,38.0,percent,percent,
2023-04,2023,Canada (excluding territories),Women,Excellent or very good perceived health,46.2,44.2,48.2,percent,percent,
2023-04,2023,Canada (excluding territories),Women,Fair or poor perceived health,15.7,14.3,17.1,percent,percent,
2023-04,2023,Canada (excluding territories),Women,Good perceived health,38.2,36.2,40.2,percent,percent,
2023-04,2023,Manitoba,Men,Excellent or very good perceived health,47.4,39.0,55.8,percent,percent,
2023-04,2023,Manitoba,Men,Fair or poor perceived health,19.0,13.2,26.5,percent,percent,
2023-04,2023,Manitoba,Men,Good perceived health,33.7,26.0,42.3,percent,percent,
2023-04,2023,Manitoba,"Total, all persons",Excellent or very good perceived health,48.7,43.1,54.3,percent,percent,
2023-04,2023,Manitoba,"Total, all persons",Fair or poor perceived health,16.4,12.7,20.9,percent,percent,
2023-04,2023,Manitoba,"Total, all persons",Good perceived health,34.9,29.6,40.5,percent,percent,
2023-04,2023,Manitoba,Women,Excellent or very good perceived health,50.0,42.7,57.4,percent,percent,
2023-04,2023,Manitoba,Women,Fair or poor perceived health,13.9,9.7,19.5,percent,percent,
2023-04,2023,Manitoba,Women,Good perceived health,36.1,29.3,43.5,percent,percent,
2023-04,2023,New Brunswick,Men,Excellent or very good perceived health,41.3,31.8,51.5,percent,percent,
2023-04,2023,New Brunswick,Men,Fair or poor perceived health,17.1,10.7,26.3,percent,percent,
2023-04,2023,New Brunswick,Men,Good perceived health,41.6,31.9,52.0,percent,percent,
2023-04,2023,New Brunswick,"Total, all persons",Excellent or very good perceived health,44.9,38.8,51.2,percent,percent,
2023-04,2023,New Brunswick,"Total, all persons",Fair or poor perceived health,15.9,11.8,21.0,percent,percent,
2023-04,2023,New Brunswick,"Total, all persons",Good perceived health,39.2,33.0,45.8,percent,percent,
2023-04,2023,New Brunswick,Women,Excellent or very good perceived health,48.4,40.6,56.2,percent,percent,
2023-04,2023,New Brunswick,Women,Fair or poor perceived health,14.7,10.6,20.0,percent,percent,
2023-04,2023,New Brunswick,Women,Good perceived health,36.9,29.5,45.0,percent,percent,
2023-04,2023,Newfoundland and Labrador,Men,Excellent or very good perceived health,47.5,39.4,55.6,percent,percent,
2023-04,2023,Newfoundland and Labrador,Men,Fair or poor perceived health,15.6,10.3,22.9,percent,percent,
2023-04,2023,Newfoundland and Labrador,Men,Good perceived health,36.9,29.3,45.3,percent,percent,
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,50.3,45.1,55.6,percent,percent,
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,20.5,16.2,25.5,percent,percent,
2023-04,2023,Newfoundland and Labrador,"Total, all persons",Good perceived health,29.2,24.7,34.1,percent,percent,
2023-04,2023,Newfoundland and Labrador,Women,Excellent or very good perceived health,53.2,46.4,59.8,percent,percent,
2023-04,2023,Newfoundland and Labrador,Women,Fair or poor perceived health,25.3,19.1,32.6,percent,percent,
2023-04,2023,Newfoundland and Labrador,Women,Good perceived health,21.6,17.1,26.9,percent,percent,
2023-04,2023,Nova Scotia,Men,Excellent or very good perceived health,48.3,40.0,56.7,percent,percent,
2023-04,2023,Nova Scotia,Men,Fair or poor perceived health,17.3,12.4,23.6,percent,percent,
2023-04,2023,Nova Scotia,Men,Good perceived health,34.4,26.9,42.7,percent,percent,
2023-04,2023,Nova Scotia,"Total, all persons",Excellent or very good perceived health,45.6,39.9,51.4,percent,percent,
2023-04,2023,Nova Scotia,"Total, all persons",Fair or poor perceived health,18.8,15.3,22.9,percent,percent,
2023-04,2023,Nova Scotia,"Total, all persons",Good perceived health,35.6,30.3,41.3,percent,percent,
2023-04,2023,Nova Scotia,Women,Excellent or very good perceived health,43.0,35.9,50.5,percent,percent,
2023-04,2023,Nova Scotia,Women,Fair or poor perceived health,20.3,15.5,26.1,percent,percent,
2023-04,2023,Nova Scotia,Women,Good perceived health,36.7,29.6,44.4,percent,percent,
2023-04,2023,Ontario,Men,Excellent or very good perceived health,47.5,43.6,51.3,percent,percent,
2023-04,2023,Ontario,Men,Fair or poor perceived health,15.5,13.1,18.3,percent,percent,
2023-04,2023,Ontario,Men,Good perceived health,37.0,33.3,41.0,percent,percent,
2023-04,2023,Ontario,"Total, all persons",Excellent or very good perceived health,44.3,41.7,46.9,percent,percent,
2023-04,2023,Ontario,"Total, all persons",Fair or poor perceived health,16.2,14.4,18.1,percent,percent,
2023-04,2023,Ontario,"Total, all persons",Good perceived health,39.5,36.9,42.2,percent,percent,
2023-04,2023,Ontario,Women,Excellent or very good perceived health,41.2,37.7,44.8,percent,percent,
2023-04,2023,Ontario,Women,Fair or poor perceived health,16.8,14.5,19.5,percent,percent,
2023-04,2023,Ontario,Women,Good perceived health,41.9,38.4,45.6,percent,percent,
2023-04,2023,Prairies Region,Men,Excellent or very good perceived health,50.1,45.6,54.6,percent,percent,
2023-04,2023,Prairies Region,Men,Fair or poor perceived health,17.3,14.4,20.6,percent,percent,
2023-04,2023,Prairies Region,Men,Good perceived health,32.6,28.5,37.1,percent,percent,
2023-04,2023,Prairies Region,"Total, all persons",Excellent or very good perceived health,49.0,45.7,52.3,percent,percent,
2023-04,2023,Prairies Region,"Total, all persons",Fair or poor perceived health,15.9,13.9,18.2,percent,percent,
2023-04,2023,Prairies Region,"Total, all persons",Good perceived health,35.1,32.0,38.2,percent,percent,
2023-04,2023,Prairies Region,Women,Excellent or very good perceived health,47.9,43.3,52.5,percent,percent,
2023-04,2023,Prairies Region,Women,Fair or poor perceived health,14.6,11.9,18.0,percent,percent,
2023-04,2023,Prairies Region,Women,Good perceived health,37.5,33.1,42.1,percent,percent,
2023-04,2023,Prince Edward Island,Men,Excellent or very good perceived health,53.9,43.5,63.9,percent,percent,
2023-04,2023,Prince Edward Island,Men,Fair or poor perceived health,18.4,11.6,27.8,percent,percent,
2023-04,2023,Prince Edward Island,Men,Good perceived health,27.8,20.3,36.7,percent,percent,
2023-04,2023,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,44.6,37.8,51.6,percent,percent,
2023-04,2023,Prince Edward Island,"Total, all persons",Fair or poor perceived health,17.9,13.1,24.0,percent,percent,
2023-04,2023,Prince Edward Island,"Total, all persons",Good perceived health,37.5,31.3,44.1,percent,percent,
2023-04,2023,Prince Edward Island,Women,Excellent or very good perceived health,35.8,27.6,44.9,percent,percent,
2023-04,2023,Prince Edward Island,Women,Fair or poor perceived health,17.5,11.5,25.6,percent,percent,
2023-04,2023,Prince Edward Island,Women,Good perceived health,46.7,37.6,56.1,percent,percent,
2023-04,2023,Quebec,Men,Excellent or very good perceived health,53.8,49.9,57.7,percent,percent,
2023-04,2023,Quebec,Men,Fair or poor perceived health,12.6,10.3,15.4,percent,percent,
2023-04,2023,Quebec,Men,Good perceived health,33.6,30.0,37.4,percent,percent,
2023-04,2023,Quebec,"Total, all persons",Excellent or very good perceived health,55.1,52.3,57.8,percent,percent,
2023-04,2023,Quebec,"Total, all persons",Fair or poor perceived health,11.7,10.1,13.4,percent,percent,
2023-04,2023,Quebec,"Total, all persons",Good perceived health,33.2,30.6,35.9,percent,percent,
2023-04,2023,Quebec,Women,Excellent or very good perceived health,56.4,52.6,60.2,percent,percent,
2023-04,2023,Quebec,Women,Fair or poor perceived health,10.7,8.8,13.1,percent,percent,
2023-04,2023,Quebec,Women,Good perceived health,32.9,29.2,36.7,percent,percent,
2023-04,2023,Saskatchewan,Men,Excellent or very good perceived health,46.5,38.8,54.4,percent,percent,
2023-04,2023,Saskatchewan,Men,Fair or poor perceived health,20.5,14.8,27.6,percent,percent,
2023-04,2023,Saskatchewan,Men,Good perceived health,33.0,26.0,40.9,percent,percent,
2023-04,2023,Saskatchewan,"Total, all persons",Excellent or very good perceived health,49.0,43.8,54.1,percent,percent,
2023-04,2023,Saskatchewan,"Total, all persons",Fair or poor perceived health,16.2,12.8,20.2,percent,percent,
2023-04,2023,Saskatchewan,"Total, all persons",Good perceived health,34.9,30.1,40.0,percent,percent,
2023-04,2023,Saskatchewan,Women,Excellent or very good perceived health,51.5,44.6,58.2,percent,percent,
2023-04,2023,Saskatchewan,Women,Fair or poor perceived health,11.8,8.5,16.2,percent,percent,
2023-04,2023,Saskatchewan,Women,Good perceived health,36.7,30.5,43.5,percent,percent,
2023-07,2023,Alberta,Men,Excellent or very good perceived health,51.0,44.8,57.1,percent,percent,
2023-07,2023,Alberta,Men,Fair or poor perceived health,15.0,11.7,18.9,percent,percent,
2023-07,2023,Alberta,Men,Good perceived health,34.1,28.3,40.4,percent,percent,
2023-07,2023,Alberta,"Total, all persons",Excellent or very good perceived health,50.8,46.7,54.9,percent,percent,
2023-07,2023,Alberta,"Total, all persons",Fair or poor perceived health,15.8,13.3,18.6,percent,percent,
2023-07,2023,Alberta,"Total, all persons",Good perceived health,33.4,29.7,37.4,percent,percent,
2023-07,2023,Alberta,Women,Excellent or very good perceived health,50.6,45.3,56.0,percent,percent,
2023-07,2023,Alberta,Women,Fair or poor perceived health,16.6,13.0,20.8,percent,percent,
2023-07,2023,Alberta,Women,Good perceived health,32.8,28.0,38.0,percent,percent,
2023-07,2023,Atlantic Region,Men,Excellent or very good perceived health,48.1,43.1,53.1,percent,percent,
2023-07,2023,Atlantic Region,Men,Fair or poor perceived health,19.8,16.1,24.0,percent,percent,
2023-07,2023,Atlantic Region,Men,Good perceived health,32.1,27.5,37.1,percent,percent,
2023-07,2023,Atlantic Region,"Total, all persons",Excellent or very good perceived health,46.5,43.3,49.7,percent,percent,
2023-07,2023,Atlantic Region,"Total, all persons",Fair or poor perceived health,19.4,17.0,22.1,percent,percent,
2023-07,2023,Atlantic Region,"Total, all persons",Good perceived health,34.1,31.1,37.2,percent,percent,
2023-07,2023,Atlantic Region,Women,Excellent or very good perceived health,44.9,40.8,49.1,percent,percent,
2023-07,2023,Atlantic Region,Women,Fair or poor perceived health,19.1,16.0,22.6,percent,percent,
2023-07,2023,Atlantic Region,Women,Good perceived health,36.1,32.4,39.9,percent,percent,
2023-07,2023,British Columbia,Men,Excellent or very good perceived health,39.9,34.7,45.4,percent,percent,
2023-07,2023,British Columbia,Men,Fair or poor perceived health,18.9,15.1,23.3,percent,percent,
2023-07,2023,British Columbia,Men,Good perceived health,41.2,35.9,46.7,percent,percent,
2023-07,2023,British Columbia,"Total, all persons",Excellent or very good perceived health,42.0,38.4,45.8,percent,percent,
2023-07,2023,British Columbia,"Total, all persons",Fair or poor perceived health,19.4,16.6,22.5,percent,percent,
2023-07,2023,British Columbia,"Total, all persons",Good perceived health,38.6,34.9,42.4,percent,percent,
2023-07,2023,British Columbia,Women,Excellent or very good perceived health,44.1,39.2,49.2,percent,percent,
2023-07,2023,British Columbia,Women,Fair or poor perceived health,19.8,15.9,24.5,percent,percent,
2023-07,2023,British Columbia,Women,Good perceived health,36.0,31.3,41.1,percent,percent,
2023-07,2023,Canada (excluding territories),Men,Excellent or very good perceived health,48.4,46.5,50.3,percent,percent,
2023-07,2023,Canada (excluding territories),Men,Fair or poor perceived health,16.2,14.9,17.6,percent,percent,
2023-07,2023,Canada (excluding territories),Men,Good perceived health,35.4,33.6,37.3,percent,percent,
2023-07,2023,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,47.0,45.7,48.4,percent,percent,
2023-07,2023,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,16.8,15.8,17.8,percent,percent,
2023-07,2023,Canada (excluding territories),"Total, all persons",Good perceived health,36.2,34.9,37.5,percent,percent,
2023-07,2023,Canada (excluding territories),Women,Excellent or very good perceived health,45.8,44.0,47.5,percent,percent,
2023-07,2023,Canada (excluding territories),Women,Fair or poor perceived health,17.3,16.0,18.8,percent,percent,
2023-07,2023,Canada (excluding territories),Women,Good perceived health,36.9,35.1,38.7,percent,percent,
2023-07,2023,Manitoba,Men,Excellent or very good perceived health,42.7,34.7,51.2,percent,percent,
2023-07,2023,Manitoba,Men,Fair or poor perceived health,16.2,11.7,22.1,percent,percent,
2023-07,2023,Manitoba,Men,Good perceived health,41.1,33.4,49.2,percent,percent,
2023-07,2023,Manitoba,"Total, all persons",Excellent or very good perceived health,42.0,36.8,47.4,percent,percent,
2023-07,2023,Manitoba,"Total, all persons",Fair or poor perceived health,18.0,14.1,22.7,percent,percent,
2023-07,2023,Manitoba,"Total, all persons",Good perceived health,40.0,34.8,45.3,percent,percent,
2023-07,2023,Manitoba,Women,Excellent or very good perceived health,41.3,34.4,48.6,percent,percent,
2023-07,2023,Manitoba,Women,Fair or poor perceived health,19.8,14.0,27.2,percent,percent,
2023-07,2023,Manitoba,Women,Good perceived health,38.9,32.2,46.0,percent,percent,
2023-07,2023,New Brunswick,Men,Excellent or very good perceived health,46.5,38.2,55.0,percent,percent,
2023-07,2023,New Brunswick,Men,Fair or poor perceived health,20.1,14.3,27.4,percent,percent,
2023-07,2023,New Brunswick,Men,Good perceived health,33.4,25.2,42.7,percent,percent,
2023-07,2023,New Brunswick,"Total, all persons",Excellent or very good perceived health,45.3,39.4,51.2,percent,percent,
2023-07,2023,New Brunswick,"Total, all persons",Fair or poor perceived health,19.2,15.3,23.7,percent,percent,
2023-07,2023,New Brunswick,"Total, all persons",Good perceived health,35.6,30.1,41.4,percent,percent,
2023-07,2023,New Brunswick,Women,Excellent or very good perceived health,43.9,36.4,51.7,percent,percent,
2023-07,2023,New Brunswick,Women,Fair or poor perceived health,18.2,13.3,24.5,percent,percent,
2023-07,2023,New Brunswick,Women,Good perceived health,37.9,31.1,45.1,percent,percent,
2023-07,2023,Newfoundland and Labrador,Men,Excellent or very good perceived health,53.1,44.5,61.6,percent,percent,
2023-07,2023,Newfoundland and Labrador,Men,Fair or poor perceived health,20.1,14.0,28.2,percent,percent,
2023-07,2023,Newfoundland and Labrador,Men,Good perceived health,26.7,19.8,35.0,percent,percent,
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,51.9,46.3,57.4,percent,percent,
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,19.1,14.9,24.1,percent,percent,
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Good perceived health,29.0,24.0,34.6,percent,percent,
2023-07,2023,Newfoundland and Labrador,Women,Excellent or very good perceived health,50.7,43.4,58.0,percent,percent,
2023-07,2023,Newfoundland and Labrador,Women,Fair or poor perceived health,18.0,13.0,24.5,percent,percent,
2023-07,2023,Newfoundland and Labrador,Women,Good perceived health,31.3,24.6,38.9,percent,percent,
2023-07,2023,Nova Scotia,Men,Excellent or very good perceived health,46.6,37.7,55.7,percent,percent,
2023-07,2023,Nova Scotia,Men,Fair or poor perceived health,20.0,13.6,28.4,percent,percent,
2023-07,2023,Nova Scotia,Men,Good perceived health,33.4,25.4,42.5,percent,percent,
2023-07,2023,Nova Scotia,"Total, all persons",Excellent or very good perceived health,44.4,38.8,50.2,percent,percent,
2023-07,2023,Nova Scotia,"Total, all persons",Fair or poor perceived health,20.3,15.9,25.5,percent,percent,
2023-07,2023,Nova Scotia,"Total, all persons",Good perceived health,35.3,30.1,40.9,percent,percent,
2023-07,2023,Nova Scotia,Women,Excellent or very good perceived health,42.3,35.5,49.5,percent,percent,
2023-07,2023,Nova Scotia,Women,Fair or poor perceived health,20.6,15.2,27.3,percent,percent,
2023-07,2023,Nova Scotia,Women,Good perceived health,37.1,30.9,43.6,percent,percent,
2023-07,2023,Ontario,Men,Excellent or very good perceived health,49.2,45.9,52.6,percent,percent,
2023-07,2023,Ontario,Men,Fair or poor perceived health,16.4,14.1,19.0,percent,percent,
2023-07,2023,Ontario,Men,Good perceived health,34.4,31.4,37.5,percent,percent,
2023-07,2023,Ontario,"Total, all persons",Excellent or very good perceived health,46.6,44.3,49.0,percent,percent,
2023-07,2023,Ontario,"Total, all persons",Fair or poor perceived health,17.2,15.6,19.0,percent,percent,
2023-07,2023,Ontario,"Total, all persons",Good perceived health,36.1,33.9,38.4,percent,percent,
2023-07,2023,Ontario,Women,Excellent or very good perceived health,44.1,41.0,47.3,percent,percent,
2023-07,2023,Ontario,Women,Fair or poor perceived health,18.1,15.8,20.6,percent,percent,
2023-07,2023,Ontario,Women,Good perceived health,37.8,34.7,41.0,percent,percent,
2023-07,2023,Prairies Region,Men,Excellent or very good perceived health,48.7,44.2,53.3,percent,percent,
2023-07,2023,Prairies Region,Men,Fair or poor perceived health,15.3,12.9,18.1,percent,percent,
2023-07,2023,Prairies Region,Men,Good perceived health,35.9,31.7,40.5,percent,percent,
2023-07,2023,Prairies Region,"Total, all persons",Excellent or very good perceived health,47.9,45.0,50.8,percent,percent,
2023-07,2023,Prairies Region,"Total, all persons",Fair or poor perceived health,16.7,14.8,18.7,percent,percent,
2023-07,2023,Prairies Region,"Total, all persons",Good perceived health,35.4,32.7,38.3,percent,percent,
2023-07,2023,Prairies Region,Women,Excellent or very good perceived health,47.0,43.2,50.9,percent,percent,
2023-07,2023,Prairies Region,Women,Fair or poor perceived health,18.1,15.3,21.1,percent,percent,
2023-07,2023,Prairies Region,Women,Good perceived health,34.9,31.3,38.7,percent,percent,
2023-07,2023,Prince Edward Island,Men,Excellent or very good perceived health,48.6,39.1,58.1,percent,percent,
2023-07,2023,Prince Edward Island,Men,Fair or poor perceived health,16.3,11.1,23.3,percent,percent,
2023-07,2023,Prince Edward Island,Men,Good perceived health,35.2,26.7,44.7,percent,percent,
2023-07,2023,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,47.6,41.1,54.2,percent,percent,
2023-07,2023,Prince Edward Island,"Total, all persons",Fair or poor perceived health,16.5,12.9,20.9,percent,percent,
2023-07,2023,Prince Edward Island,"Total, all persons",Good perceived health,35.9,29.8,42.4,percent,percent,
2023-07,2023,Prince Edward Island,Women,Excellent or very good perceived health,46.7,37.6,56.0,percent,percent,
2023-07,2023,Prince Edward Island,Women,Fair or poor perceived health,16.7,12.2,22.5,percent,percent,
2023-07,2023,Prince Edward Island,Women,Good perceived health,36.5,27.8,46.3,percent,percent,
2023-07,2023,Quebec,Men,Excellent or very good perceived health,51.8,48.1,55.6,percent,percent,
2023-07,2023,Quebec,Men,Fair or poor perceived health,13.8,11.3,16.8,percent,percent,
2023-07,2023,Quebec,Men,Good perceived health,34.3,30.6,38.2,percent,percent,
2023-07,2023,Quebec,"Total, all persons",Excellent or very good perceived health,50.4,47.6,53.2,percent,percent,
2023-07,2023,Quebec,"Total, all persons",Fair or poor perceived health,13.6,11.8,15.6,percent,percent,
2023-07,2023,Quebec,"Total, all persons",Good perceived health,36.0,33.4,38.7,percent,percent,
2023-07,2023,Quebec,Women,Excellent or very good perceived health,49.0,45.2,52.7,percent,percent,
2023-07,2023,Quebec,Women,Fair or poor perceived health,13.4,10.8,16.4,percent,percent,
2023-07,2023,Quebec,Women,Good perceived health,37.7,34.1,41.4,percent,percent,
2023-07,2023,Saskatchewan,Men,Excellent or very good perceived health,46.9,39.5,54.5,percent,percent,
2023-07,2023,Saskatchewan,Men,Fair or poor perceived health,15.6,10.8,22.0,percent,percent,
2023-07,2023,Saskatchewan,Men,Good perceived health,37.5,30.3,45.2,percent,percent,
2023-07,2023,Saskatchewan,"Total, all persons",Excellent or very good perceived health,42.9,37.9,48.0,percent,percent,
2023-07,2023,Saskatchewan,"Total, all persons",Fair or poor perceived health,18.9,15.2,23.2,percent,percent,
2023-07,2023,Saskatchewan,"Total, all persons",Good perceived health,38.2,33.2,43.5,percent,percent,
2023-07,2023,Saskatchewan,Women,Excellent or very good perceived health,38.7,32.2,45.6,percent,percent,
2023-07,2023,Saskatchewan,Women,Fair or poor perceived health,22.3,17.0,28.6,percent,percent,
2023-07,2023,Saskatchewan,Women,Good perceived health,39.0,32.5,46.0,percent,percent,
