ref_date_raw,start_year,geo,sex,age_group,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2015,2015,Manitoba,Females,65 years and over,"Positive mental health, flourishing",72.7,66.8,78.7,percent,percent,
2015,2015,Manitoba,Females,65 years and over,Suicidal thoughts (15 years and over),6.3,3.2,9.4,percent,percent,E
2015,2015,Manitoba,Females,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,17.7,15.1,20.4,percent,percent,
2015,2015,Manitoba,Females,"Total, 12 years and over","Positive mental health, flourishing",80.5,77.7,83.4,percent,percent,
2015,2015,Manitoba,Females,"Total, 12 years and over",Suicidal thoughts (15 years and over),12.7,10.1,15.3,percent,percent,
2015,2015,Manitoba,Males,12 to 17 years,"Positive mental health, flourishing",90.8,84.5,97.1,percent,percent,
2015,2015,Manitoba,Males,18 to 34 years,Consultation with a health professional about emotional or mental health,6.7,3.2,10.1,percent,percent,E
2015,2015,Manitoba,Males,18 to 34 years,"Positive mental health, flourishing",81.3,74.2,88.3,percent,percent,
2015,2015,Manitoba,Males,18 to 34 years,Suicidal thoughts (15 years and over),12.9,7.7,18.1,percent,percent,E
2015,2015,Manitoba,Males,35 to 49 years,Consultation with a health professional about emotional or mental health,16.2,8.8,23.7,percent,percent,E
2015,2015,Manitoba,Males,35 to 49 years,"Positive mental health, flourishing",82.1,75.7,88.5,percent,percent,
2015,2015,Manitoba,Males,35 to 49 years,Suicidal thoughts (15 years and over),13.4,7.9,18.9,percent,percent,E
2015,2015,Manitoba,Males,50 to 64 years,Consultation with a health professional about emotional or mental health,8.0,4.3,11.8,percent,percent,E
2015,2015,Manitoba,Males,50 to 64 years,"Positive mental health, flourishing",84.1,78.1,90.1,percent,percent,
2015,2015,Manitoba,Males,50 to 64 years,Suicidal thoughts (15 years and over),11.0,6.2,15.8,percent,percent,E
2015,2015,Manitoba,Males,65 years and over,Consultation with a health professional about emotional or mental health,6.5,2.9,10.1,percent,percent,E
2015,2015,Manitoba,Males,65 years and over,"Positive mental health, flourishing",80.7,74.3,87.1,percent,percent,
2015,2015,Manitoba,Males,65 years and over,Suicidal thoughts (15 years and over),4.2,2.0,6.4,percent,percent,E
2015,2015,Manitoba,Males,"Total, 12 years and over",Consultation with a health professional about emotional or mental health,9.4,7.2,11.7,percent,percent,
2015,2015,Manitoba,Males,"Total, 12 years and over","Positive mental health, flourishing",82.9,79.8,86.0,percent,percent,
2015,2015,Manitoba,Males,"Total, 12 years and over",Suicidal thoughts (15 years and over),10.9,8.3,13.4,percent,percent,
2015,2015,New Brunswick,Both sexes,12 to 17 years,"Positive mental health, flourishing",86.3,79.8,92.8,percent,percent,
